lang,lang_group,model_id,model_family,treebank,split,deprel,layer,head,direction,mean_attention,std_attention,n_arcs
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,1,head_to_dep,0.004488867374579214,0.004803515115014585,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,1,dep_to_head,0.003553571728522581,0.00531205172373065,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,2,head_to_dep,0.033283548142902984,0.04183536055597903,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,2,dep_to_head,0.005908299847319357,0.007247135194046964,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,3,head_to_dep,0.049069325168901064,0.053659016772458386,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,3,dep_to_head,0.054442701630852644,0.05485000659259654,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,4,head_to_dep,0.007037207291759311,0.03360533374743938,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,4,dep_to_head,0.042290845227385215,0.125005423181009,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,5,head_to_dep,0.024954585255240306,0.07568548663154415,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,5,dep_to_head,0.11511517822198966,0.19303937497331872,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,6,head_to_dep,0.00031660290460228677,0.0009886450488600649,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,6,dep_to_head,0.00047691026692531024,0.0017274573582387643,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,7,head_to_dep,0.017920407754418152,0.018021625615272752,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,7,dep_to_head,0.02468019789147437,0.024114456997401622,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,8,head_to_dep,0.010749397991254031,0.021902858315310154,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,8,dep_to_head,0.013219797496147562,0.030123077670698842,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,9,head_to_dep,0.10994510954613466,0.16562215979196285,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,9,dep_to_head,0.013159453398905379,0.04713958113257922,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,10,head_to_dep,0.03553256042845525,0.06287297920699327,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,10,dep_to_head,0.033742322113428626,0.05559572468865352,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,11,head_to_dep,0.19689321357170303,0.2529520106681808,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,11,dep_to_head,0.0317209182054931,0.11099009107955794,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,12,head_to_dep,0.02440178412651735,0.023943140369325218,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,5,12,dep_to_head,0.025327236013332456,0.02043252630885181,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,1,head_to_dep,0.03376022668893662,0.03136522074067872,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,1,dep_to_head,0.024865067991607658,0.025472971943375,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,2,head_to_dep,0.025480817276357433,0.06666192977800818,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,2,dep_to_head,0.010710708045540016,0.05419677946168047,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,3,head_to_dep,0.012143005466503936,0.020097362188151318,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,3,dep_to_head,0.08970549540594742,0.10424554586683318,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,4,head_to_dep,0.016625762190383152,0.08104847966512045,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,4,dep_to_head,0.10002251439398875,0.1817333527284499,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,5,head_to_dep,0.09104176942707735,0.11136012863564151,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,5,dep_to_head,0.006870008594547887,0.03502436030185425,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,6,head_to_dep,0.09528225457303345,0.10521885163796049,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,6,dep_to_head,0.010395254484603454,0.014264919919730388,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,7,head_to_dep,0.055882413351939796,0.09156488118914421,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,7,dep_to_head,0.03435843206473288,0.08591828023347202,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,8,head_to_dep,0.019809575973432716,0.03823743080472126,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,8,dep_to_head,0.1403539323822941,0.1319759861350512,1115
