lang,lang_group,model_id,model_family,treebank,split,deprel,layer,head,direction,mean_attention,std_attention,n_arcs
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,4,dep_to_head,0.0325803281445624,0.06485467983038928,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,5,head_to_dep,0.021869892322213966,0.10572297402889465,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,5,dep_to_head,0.10131356619913603,0.1799168031873407,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,6,head_to_dep,0.023927301341074472,0.057099447076917824,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,6,dep_to_head,0.12780085472503144,0.14527430185663354,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,7,head_to_dep,0.06354142115248125,0.10290321541073337,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,7,dep_to_head,0.02464874750833918,0.052906072410962436,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,8,head_to_dep,0.012975184881912608,0.03592788882621445,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,8,dep_to_head,0.034701712098092176,0.046129713568274194,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,9,head_to_dep,0.02686254894624531,0.028168940004147776,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,9,dep_to_head,0.02086956579981564,0.023625230780788247,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,10,head_to_dep,0.01873524178484539,0.0395624750861396,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,10,dep_to_head,0.012150381077889804,0.025806550781711728,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,11,head_to_dep,0.006953551912065735,0.016408857590231876,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,11,dep_to_head,0.04848539834562663,0.06026017570710907,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,12,head_to_dep,0.007990699226776402,0.008599998029013796,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,7,12,dep_to_head,0.005266952507966303,0.0043826947413451375,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,1,head_to_dep,0.016589674811228732,0.047984307925072266,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,1,dep_to_head,0.07371370177742037,0.12445755004191252,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,2,head_to_dep,0.04679200606013044,0.09050271935163408,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,2,dep_to_head,0.010524673326459877,0.054277649921988726,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,3,head_to_dep,0.012549847823430913,0.0194565890212186,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,3,dep_to_head,0.007856323473670232,0.007596594308681252,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,4,head_to_dep,0.010678352251567984,0.06600440124211583,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,4,dep_to_head,0.0503674477756019,0.13997311777558746,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,5,head_to_dep,0.09808164492516774,0.10174403239651471,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,5,dep_to_head,0.018057156008070105,0.03883046985829381,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,6,head_to_dep,0.034948829614716126,0.06778842405719449,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,6,dep_to_head,0.016106207458685556,0.05876761609348238,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,7,head_to_dep,0.031512006521711454,0.05484895600485867,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,7,dep_to_head,0.005756589277026728,0.020339420365608703,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,8,head_to_dep,0.13133315863777148,0.25183151070967785,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,8,dep_to_head,0.014605635293328601,0.09891024223586457,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,9,head_to_dep,0.0053114759617618485,0.007946217555954722,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,9,dep_to_head,0.00474452293928654,0.015598132411779752,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,10,head_to_dep,0.009194276610132507,0.010946528352793191,446
gl,romanico,fpuentes/bert-galician,manual,UD_Galician-TreeGal,test,nsubj,8,10,dep_to_head,0.012699915083830513,0.011935083399146168,446
