deprel,rho_micro_index,rho_macro,rho_micro_matched_loo,iteration
case,0.10203845476464578,0.2979650780733325,0.3803128774128729,95
amod,0.09732024326344814,0.19027583733466089,0.2613229320802005,95
nsubj,0.09175587165350264,0.3593689269945988,0.25225118455410517,96
obj,0.07948841584137023,0.23571275317134674,0.2748618062648042,96
case,0.12532867961009597,0.2932452093525919,0.4124463597328675,96
amod,0.06717815265357452,0.21264147200317415,0.2767886495179232,96
nsubj,0.07118506689477468,0.3446234628389927,0.22930933342380194,97
obj,0.07348865734663444,0.22344310541659376,0.2923012226983354,97
case,0.09955405075652644,0.26022866022866026,0.3805843107346202,97
amod,0.08355557689640497,0.2624668169767168,0.3141300320548923,97
nsubj,0.05952191670258809,0.25732048339212166,0.3068214684569375,98
obj,0.09263308507402557,0.30781738419914645,0.29616726736738974,98
case,0.1289426244247626,0.4092161688206427,0.41192774717545394,98
amod,0.03528495519319893,0.227087063040786,0.1751758829113344,98
nsubj,0.0637320199619518,0.20845353509727943,0.271093040873504,99
obj,0.06206170380920914,0.1552874333912248,0.22961772021973,99
case,0.10707211590620296,0.3845886354083076,0.4322639704578654,99
amod,0.12937405424360612,0.3469897945729279,0.23648111096717953,99
nsubj,0.1630875173875333,0.4100272998890511,0.2883384018915562,100
obj,0.08458264533779294,0.13496905971726114,0.2983081060591603,100
case,0.0771241775394325,0.24019113056519542,0.2804618982645468,100
amod,0.0825345271203606,0.2833101364654763,0.3387950427736617,100
nsubj,0.10382365646989213,0.26040835273537816,0.36845076561488505,101
obj,0.11073749292437457,0.2829752039535671,0.18492943198639503,101
case,0.12345469053056335,0.41655872743281697,0.43794883023730496,101
amod,0.0507431518845489,0.14635380862396655,0.25243412123989445,101
nsubj,0.09661618530762937,0.4077570816022502,0.33819107284774974,102
obj,0.049460143103518796,0.23292266367058612,0.2175200900234332,102
case,0.11055646513007653,0.29912958056670635,0.4490272890438078,102
amod,0.036637081077405584,0.24516591370177768,0.20962501622397672,102
nsubj,0.11914676729279208,0.2354887166623108,0.3509135616091185,103
obj,0.09766180766280427,0.35727234755085524,0.41428992805403914,103
case,0.06557137775900863,0.24529132994351985,0.229352802972287,103
amod,0.11614251904765283,0.3722700443552462,0.27431614790320524,103
nsubj,0.06560038565115303,0.3178542107194429,0.32029922828805946,104
obj,0.11247638637806595,0.3586690248981888,0.31645142787568026,104
case,0.09016328753488874,0.16076592088676683,0.24260041089815024,104
amod,0.07061519611538833,0.26065790728902705,0.2473968142721382,104
nsubj,0.13584663864425633,0.3552988568593037,0.416556005383518,105
obj,0.12185370567538208,0.2546303127878013,0.21989715124398426,105
case,0.08106652509828909,0.3120432144659936,0.3069986508160998,105
amod,0.06990027729792132,0.2737709995247617,0.21368371055407656,105
nsubj,0.06992160986039393,0.3464503878945238,0.3968195040457083,106
obj,0.09533176350889287,0.24958232650540346,0.26946610222472295,106
case,0.12561558566036815,0.35099605570523396,0.378382641896861,106
amod,0.08687706723831289,0.18998508308443293,0.3126838684182574,106
